SampleID	ERR2619766	ERR2619772	ERR2619776	ERR2619778	ERR2619780	ERR2619781	ERR2619782	ERR2619783	ERR2619785	ERR2635202	SRR2487415	SRR2487416	SRR2487417	SRR2487418	SRR2487419	SRR2487420	SRR2487421	SRR2487422	SRR2487423	SRR2487424	SRR2487425	SRR2487426	SRR2487427	SRR2487428	SRR2487429	SRR2487430	SRR2487434	SRR2487435	SRR2487436	SRR3703111	SRR3703112	SRR3703113	SRR3703114	SRR3703115	SRR3703116	SRR3703117	SRR3703118	SRR3703147	SRR3703148	SRR3703149	SRR3703150	SRR3703151	SRR3703152	SRR3703153	SRR3703154	SRR3703155
hsa-miR-337-3p	0	2	1	8	0	3	1	1	3	7	17	18	15	2	1	4	0	13	5	9	0	5	7	8	0	26	1	0	0	469	568	178	311	223	381	234	0	47	0	91	0	157	31	0	296	111
hsa-miR-337-5p	1	0	3	2	0	0	0	0	2	7	3	3	1	2	0	2	0	1	0	2	0	0	1	5	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-338-3p	35	13	40	120	88	69	71	121	123	18	550	464	516	185	172	217	0	71	67	71	0	195	170	212	0	232	546	468	518	17676	57444	31532	33340	43296	21501	44283	14	990	3	3852	3	1825	601	0	2215	1501
hsa-miR-338-5p	2	1	6	8	5	1	3	1	3	5	29	19	34	8	5	6	0	6	7	2	0	5	4	5	0	6	14	13	11	268	849	440	527	632	353	897	0	12	0	56	0	27	4	0	29	13
hsa-miR-339-3p	8	25	34	43	11	35	24	18	39	17	243	223	228	180	164	226	0	153	119	148	0	267	259	280	0	289	605	511	632	61	295	106	132	125	98	159	0	95	0	148	0	87	135	0	160	211
hsa-miR-339-5p	5	10	24	20	14	14	16	10	13	20	48	37	35	34	33	49	0	39	39	39	0	95	88	83	0	71	128	141	144	572	4729	1337	5943	1174	795	1043	0	3325	1	2050	8	1367	3984	0	2928	4151
hsa-miR-33a-3p	1	1	3	0	3	4	2	2	3	1	2	1	0	0	0	0	0	0	2	2	0	3	1	1	0	2	1	0	0	76	169	36	109	153	112	168	0	168	0	66	0	16	55	0	39	13
hsa-miR-33a-5p	2.0	2.0	1.0	0.0	1.0	7.0	4.0	2.0	14.0	1.0	9.0	12.0	15.0	11.0	10.0	14.0	0.0	11.0	10.0	7.0	0.0	21.0	12.5	9.0	0.0	21.0	37.0	33.5	36.0	70.0	220.0	173.0	1146.0	657.0	208.0	187.0	0.0	11218.0	3.0	2162.5	3.0	153.0	2247.5	0.0	1349.0	452.5
hsa-miR-33b-3p	0	0	0	2	0	0	1	0	4	2	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	10	0	3	4	6	2	0	9	0	2	0	0	3	0	3	5
hsa-miR-33b-5p	6.0	2.0	2.0	2.0	4.0	7.0	10.0	9.0	13.0	5.0	19.0	12.0	9.0	11.0	14.0	16.0	0.0	4.0	5.0	7.0	0.0	125.0	118.5	138.0	0.0	15.0	186.0	144.5	185.0	16.0	92.0	7.0	40.0	30.0	25.0	40.0	0.0	230.0	0.0	74.5	0.0	35.0	244.5	0.0	46.0	36.5
hsa-miR-340-3p	1	3	5	12	2	1	7	1	5	12	51	68	63	36	34	36	0	46	37	35	0	123	106	105	0	72	112	86	98	304	501	123	202	187	373	429	0	122	0	237	0	124	140	0	53	211
hsa-miR-340-5p	49	141	293	333	172	205	474	228	113	479	1026	940	976	528	475	558	0	528	474	528	0	1462	1376	1541	0	1077	1569	1504	1596	337	739	188	106	139	303	521	0	49	0	103	0	58	37	0	40	95
hsa-miR-342-3p	81	198	262	275	89	154	89	102	230	529	343	319	320	337	310	372	0	374	344	383	0	1353	1161	1353	0	694	1279	1126	1300	2787	4041	3010	4804	3035	5212	5696	2	2023	2	3183	5	1541	1279	0	3270	3621
hsa-miR-342-5p	0	8	7	4	0	4	1	2	3	8	45	42	44	57	47	54	0	73	54	71	0	227	189	248	0	105	133	137	159	173	243	99	193	217	180	209	0	114	0	240	1	87	48	0	79	140
hsa-miR-345-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	14	3	8	5	4	5	0	4	0	25	0	1	21	0	6	5
hsa-miR-345-5p	5	32	39	58	29	49	31	30	90	76	691	643	693	531	458	558	0	636	516	602	0	597	544	635	0	683	1368	1187	1438	74	252	73	272	184	103	127	1	756	1	2080	6	257	1942	0	601	621
hsa-miR-34a-3p	3	2	4	1	0	0	0	1	4	4	2	3	1	2	3	2	0	5	2	4	0	10	5	11	0	5	44	32	62	30	35	20	38	34	45	48	0	12	0	7	0	41	29	0	35	27
hsa-miR-34a-5p	27	51	258	87	28	74	57	46	129	180	148	166	181	230	190	207	0	163	134	155	0	319	302	322	0	340	1512	1354	1444	6721	11483	5707	6440	7698	8074	10468	0	1756	2	1284	3	4949	2340	0	4172	4747
hsa-miR-34b-3p	0	0	0	2	0	0	0	0	1	1	1	2	2	0	0	0	0	1	2	1	0	3	4	2	0	3	2	1	3	43	3121	737	246	1681	150	1585	0	8	0	16	0	42	129	0	135	84
hsa-miR-34b-5p	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	4.0	6.0	2.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0	5.0	6.0	2.0	17.0	1194.5	497.0	218.0	733.0	53.0	666.5	0.0	3.0	0.0	37.0	0.0	24.0	150.0	0.0	91.0	100.0
hsa-miR-34c-3p	0	0	0	0	0	1	0	0	0	0	1	1	2	0	2	1	0	1	1	0	0	3	2	3	0	4	1	0	2	93	7892	2066	400	2489	179	3546	0	7	0	39	0	61	321	0	348	176
hsa-miR-34c-5p	0.0	12.0	8.0	8.0	0.0	2.0	0.0	0.0	3.0	13.0	41.0	31.0	31.0	14.0	17.0	18.0	0.0	47.0	42.0	48.0	0.0	97.0	96.0	122.0	0.0	129.0	86.0	82.0	70.0	275.0	27041.5	8087.0	1910.0	6927.0	874.0	14325.5	1.0	35.0	0.0	171.0	0.0	174.0	668.0	0.0	1043.0	542.0
hsa-miR-3605-3p	0	1	2	4	1	4	2	4	0	1	137	96	138	81	63	72	0	111	90	98	0	166	126	160	0	142	160	120	154	34	97	21	28	62	19	42	1	13	0	29	0	35	10	0	14	42
hsa-miR-3605-5p	0	1	0	1	1	0	0	0	1	1	26	19	31	21	15	20	0	8	23	23	0	23	16	18	0	31	16	20	9	2	1	1	2	1	1	3	0	0	0	3	0	1	1	0	1	1
hsa-miR-361-3p	11	44	44	83	60	110	71	60	74	96	288	257	331	348	336	318	1	266	223	270	0	934	829	936	0	440	973	867	964	3359	7747	2350	1718	3476	3290	5775	0	477	2	666	4	1365	904	0	1575	1497
hsa-miR-361-5p	32	41	125	146	56	61	48	46	120	134	619	540	615	242	194	262	0	322	254	304	0	537	395	525	1	712	901	765	837	8745	17871	8096	6742	8077	9677	12997	4	4038	5	5045	2	2793	2639	1	2515	5505
hsa-miR-3613-3p	1	2	2	0	1	0	1	0	1	2	8	1	3	2	5	2	0	4	3	2	0	8	6	7	0	7	6	6	7	46	91	20	49	24	32	56	0	18	0	18	0	8	3	0	17	21
hsa-miR-3613-5p	12	10	18	2	0	5	2	0	4	4	25	10	14	17	7	8	0	7	7	6	0	19	15	30	0	15	14	11	17	180	1135	188	153	238	326	311	0	232	1	101	0	70	31	0	89	97
hsa-miR-3614-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	20	53	16	33	38	30	43	0	1	0	6	0	5	1	0	17	5
hsa-miR-3614-5p	0	1	0	0	0	0	4	0	2	1	0	1	1	0	0	2	0	3	4	2	0	2	5	2	0	3	35	43	45	95	176	72	53	86	172	168	0	3	0	23	0	19	10	0	62	20
hsa-miR-3616-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	4	1	0	0	0	1	0	1	59	0	12	0
hsa-miR-3616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3617-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	6	1	1	1	0	0	0	1	0	19	0	0	2	81
hsa-miR-3617-5p	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	19
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	2	1	1	1	0	3	0	6	0	3	10	0	4	2
hsa-miR-3619-5p	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
hsa-miR-362-3p	3	0	4	1	8	7	4	6	10	0	42	39	32	3	5	4	0	8	4	8	0	11	11	11	0	26	14	7	13	97	206	62	64	55	111	151	0	54	0	29	0	11	18	0	30	25
hsa-miR-362-5p	34	7	85	45	18	22	25	22	16	52	241	187	241	7	6	2	0	38	28	53	0	24	25	25	0	87	20	16	23	143	488	202	311	146	138	137	0	288	0	117	0	62	283	0	69	257
hsa-miR-3620-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	1	1	0	3	4	2	0	0	2	0	0	4	0	3	0	5	10	0	0	8
hsa-miR-3620-5p	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	3.0	0.5	3.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	7.0	55.83	8.0	5.0	12.5	3.5	10.0	0.0	4.5	0.0	8.0	0.0	3.5	19.0	0.0	9.5	4.5
hsa-miR-3622a-3p	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	25.5	28.5	9.5	2.0	17.5	4.0	12.5	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	4.0	0.0
hsa-miR-3622a-5p	0	0	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	2	0	0	0	0	1	0
hsa-miR-363-3p	2	10	9	144	33	15	36	99	20	23	2567	2313	2545	239	229	225	0	613	567	592	0	577	524	582	2	1302	365	323	327	617	13206	393	371	452	510	534	0	83	0	698	0	101	318	0	57	180
hsa-miR-363-5p	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	2	0	3	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
hsa-miR-365a-3p	2.0	4.0	22.5	27.0	9.0	4.0	10.5	7.5	8.0	31.5	77.5	71.5	89.5	45.5	42.0	53.0	0.0	49.0	35.0	50.5	0.0	182.0	147.5	164.5	0.0	75.0	93.5	99.0	92.5	501.5	648.5	296.5	383.0	504.0	347.0	660.5	0.0	72.5	1.5	374.5	0.0	269.5	422.5	0.0	312.0	323.0
hsa-miR-365a-5p	0	0	1	0	0	0	0	0	0	0	6	9	5	0	0	1	0	1	0	0	0	1	0	3	0	2	2	1	1	4	3	0	2	0	3	2	0	2	0	16	0	4	34	0	14	13
hsa-miR-365b-3p	2.0	4.0	22.5	27.0	9.0	4.0	10.5	7.5	8.0	31.5	77.5	71.5	89.5	45.5	42.0	53.0	0.0	49.0	35.0	51.5	0.0	182.0	147.5	164.5	0.0	75.0	93.5	99.0	92.5	501.5	648.5	296.5	384.0	504.0	347.0	660.5	0.0	72.5	1.5	374.5	0.0	269.5	422.5	0.0	312.0	323.0
hsa-miR-365b-5p	0	0	0	1	0	0	0	0	0	1	5	2	4	11	4	4	0	5	3	9	0	18	15	16	0	8	6	4	6	2	2	1	8	5	5	4	0	1	0	23	0	3	9	0	5	4
hsa-miR-3663-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	4	0	0	1	0	1	0
hsa-miR-3663-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3664-3p	0	0	0	1	1	0	2	0	0	0	7	4	5	7	4	10	0	6	4	3	0	5	5	6	0	11	6	9	6	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	2
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	3	7	5	2	0	2	0	0	0	7	0	1	5	0	0	7
hsa-miR-3677-3p	0	0	2	1	0	0	1	0	0	3	0	2	1	2	4	4	0	0	1	2	0	6	5	1	0	1	6	4	3	27	218	20	35	29	70	57	0	57	0	70	0	15	92	0	35	41
hsa-miR-3677-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	29	5	3	9	12	4	0	2	0	5	0	3	4	0	6	6
hsa-miR-3688-3p	0	0	1	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	4	3	0	4	2	4	0	1	2	2	0	1	58	4	1	4	1	5	0	1	0	1	0	0	0	0	0	1
hsa-miR-3688-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-369-3p	1	2	2	8	0	0	3	2	2	15	17	11	15	7	5	9	0	19	13	12	0	23	25	9	0	37	3	2	2	95	160	29	25	43	103	51	0	4	0	16	0	19	3	0	42	16
hsa-miR-369-5p	0	0	1	5	0	0	0	0	2	12	29	26	29	11	13	8	0	26	20	26	0	32	23	20	0	68	3	0	7	52	36	19	16	13	38	33	0	2	0	9	0	17	5	0	87	21
hsa-miR-370-3p	0	3	2	10	0	1	0	1	1	12	22	11	15	6	5	7	0	23	32	20	0	16	12	18	0	38	1	1	1	126	76	17	11	26	39	32	0	4	0	34	1	42	17	0	81	36
hsa-miR-370-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	71	76	12	6	16	29	18	0	1	0	6	0	9	1	0	27	5
hsa-miR-374a-3p	63	49	126	68	39	57	57	37	42	94	492	398	499	306	233	256	0	171	156	157	0	602	479	567	0	418	537	542	577	38840	152893	21155	12884	29803	34502	49247	6	4292	9	4294	18	2832	1402	0	2421	4903
hsa-miR-374a-5p	66.0	36.0	73.5	112.0	34.0	58.0	42.0	64.0	102.0	120.0	353.5	366.5	362.0	185.5	183.0	190.0	0.0	171.5	150.0	135.5	0.0	562.5	495.0	590.0	0.0	446.0	560.5	459.5	581.5	1682.83	6597.83	887.33	663.83	725.0	1634.83	2482.83	1.0	310.33	0.0	420.33	1.0	114.0	102.83	0.0	244.0	317.0
hsa-miR-374b-3p	1.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	3.0	8.0	43.0	30.0	33.0	11.0	12.0	17.0	0.0	6.0	8.0	19.0	0.0	39.5	40.5	36.0	0.0	23.0	35.0	32.0	47.5	77.5	136.0	36.0	29.0	57.0	70.5	95.5	0.0	17.0	0.0	24.0	0.0	16.0	15.0	0.0	8.0	23.0
hsa-miR-374b-5p	67.0	36.0	70.5	51.0	13.0	16.0	19.0	26.0	27.0	46.0	382.0	341.5	416.0	176.5	152.0	164.0	0.0	181.5	144.5	161.5	0.0	458.5	394.5	442.0	0.0	341.0	540.5	423.5	547.5	5047.83	14834.33	3040.83	2494.33	2310.5	6280.83	9482.33	0.0	878.83	0.0	2140.33	2.0	483.5	638.83	0.0	673.0	1202.0
hsa-miR-375-3p	2089	17	81	1381	3886	9420	9146	5515	10332	241	184	183	192	169	170	174	0	332	335	359	0	156	126	149	0	556	20	17	22	46568	205914	83939	110035	135591	60210	150541	35	3464	13	57432	32	92186	23975	2	1035	200305
hsa-miR-375-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	2
hsa-miR-376a-2-5p	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	2	0	1	3	1	0	1	0	0	0	6	1	6	1	5	4	1	0	0	0	1	0	1	0	0	7	3
hsa-miR-376a-3p	1.0	1.0	5.0	9.0	1.0	2.0	0.0	4.0	5.0	15.0	7.0	7.0	5.0	2.0	2.0	0.0	0.0	12.0	6.0	8.0	0.0	5.0	4.0	2.0	0.0	13.0	1.0	2.0	0.0	85.0	66.0	34.0	48.0	29.66	60.34	45.34	0.0	6.0	0.0	12.0	0.0	20.0	12.0	0.0	100.0	18.0
hsa-miR-376a-5p	0	1	2	2	1	0	1	0	2	4	8	8	16	6	3	6	0	10	7	7	0	11	15	10	0	22	1	4	3	3	12	6	5	3	9	3	0	1	0	4	0	1	2	0	17	8
hsa-miR-376b-3p	0	0	2	1	0	0	0	0	0	5	1	3	2	0	2	0	0	7	1	5	0	3	2	1	0	6	1	0	0	22	13	8	10	8	21	6	0	3	0	6	1	8	5	0	51	7
hsa-miR-376b-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	1.5	3.0	2.0	6.0	2.0	0.0	0.5	0.0	1.5	0.0	3.0	1.0	0.0	5.0	0.5
hsa-miR-376c-3p	3.0	5.0	6.0	11.0	2.0	4.0	4.0	8.0	15.0	20.0	20.0	17.0	26.0	7.0	2.0	5.0	0.0	19.0	16.0	17.0	0.0	18.0	12.0	23.0	0.0	43.0	0.0	5.0	2.0	238.0	211.0	58.0	83.0	50.33	187.67	138.67	0.0	9.0	0.0	43.0	0.0	44.0	23.0	0.0	149.0	43.0
hsa-miR-376c-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.5	3.0	2.0	6.0	2.0	0.0	0.5	0.0	1.5	0.0	4.0	1.0	0.0	5.0	0.5
hsa-miR-377-3p	0	4	4	2	2	1	2	1	6	10	11	2	9	8	2	3	0	11	4	5	0	6	7	5	0	20	3	2	2	20	26	6	12	5	15	7	0	5	0	3	0	1	4	0	21	2
hsa-miR-377-5p	0	2	0	6	1	0	0	2	1	12	2	2	6	0	0	1	0	8	6	1	0	2	2	3	0	17	2	0	0	40	36	19	43	5	23	17	0	4	0	5	0	8	14	0	59	19
hsa-miR-378a-3p	1276.08	499.42	908.67	1934.67	1907.45	1879.68	4063.75	1991.42	2054.08	2726.83	11972.75	10587.28	12139.55	3508.35	2950.63	3419.4	0.0	7673.67	6498.28	7612.0	0.0	7175.73	6115.48	6884.55	4.0	5155.92	4729.65	4136.8	4556.6	30493.7	31691.2	9494.53	8466.95	7938.28	20720.57	21945.87	1.0	16995.12	5.5	9670.9	15.5	4463.7	5590.4	2.0	12809.08	5716.5
hsa-miR-378a-5p	22	6	11	16	20	6	34	30	25	35	26	22	28	6	5	10	0	11	9	12	0	18	10	5	0	9	11	5	11	1289	2486	585	1130	750	1503	1124	0	1660	2	647	2	478	652	0	1530	751
hsa-miR-379-3p	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	1.5	3.0	4.0	0.0	0.0	0.0	7.0	4.0	5.0	0.0	1.5	3.0	5.0	0.0	4.0	0.0	0.0	0.0	95.5	88.0	17.0	13.0	19.0	42.0	40.0	0.0	4.0	0.0	2.0	0.0	6.0	0.0	0.0	26.0	4.0
hsa-miR-379-5p	0	3	10	15	3	8	9	2	4	27	5	4	17	0	2	3	0	6	5	11	0	4	2	5	0	4	0	0	0	20405	17947	3941	3167	4109	6435	6856	0	565	7	1596	7	2325	766	1	7516	1790
hsa-miR-380-3p	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2	2	0	0	6	0	0	0	4	1	2	0	1	3	1	0	0	0	1	0	0	0	0	2	0
hsa-miR-380-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	5	2	0	0	4	5	0	0	0	1	0	3	0	0	11	2
hsa-miR-381-3p	6.0	31.0	101.0	223.0	57.0	74.0	99.0	24.0	86.0	385.0	199.0	209.0	228.0	71.0	65.0	89.0	0.0	212.0	192.0	218.0	0.0	185.0	173.0	221.0	0.0	498.0	48.0	37.0	38.0	3423.0	3043.0	793.0	407.0	885.0	1029.0	1034.5	0.0	56.0	0.0	172.0	0.0	346.0	39.0	0.0	658.0	240.0
hsa-miR-381-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	8	7	11	4	4	4	0	0	0	6	0	5	1	0	35	5
hsa-miR-382-3p	1	3	1	4	0	0	1	0	0	12	2	1	0	3	0	0	0	0	1	1	0	1	2	5	0	1	0	0	0	24	19	6	4	6	12	11	0	5	0	5	0	4	3	0	19	11
hsa-miR-382-5p	1	5	4	3	0	1	1	1	2	24	8	12	11	1	1	2	0	12	13	8	0	1	6	8	0	32	2	2	0	237	202	69	50	59	73	73	0	18	0	44	0	62	29	0	231	46
hsa-miR-3928-3p	0	1	1	1	0	0	0	0	1	1	3	1	1	2	1	2	0	5	0	1	0	2	1	6	0	0	10	4	3	12	23	1	8	13	6	18	0	70	0	8	0	8	27	0	16	17
hsa-miR-3928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0
hsa-miR-3939	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	3	3	5	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	1	0	0	1	0	0	4
hsa-miR-3940-3p	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	6	0	0	1	6	21	4	2	4	6	10	0	22	0	0	0	5	3	0	2	1
hsa-miR-3940-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3942-3p	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3942-5p	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	2	3	0	3	1	0	0	1	3	1	4	7	46	2	0	4	1	9	0	2	0	0	0	0	2	0	0	3
hsa-miR-3944-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	5	2	1	4	1	4	0	7	0	5	0	1	2	0	1	4
hsa-miR-3944-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-409-3p	2	65	65	158	12	23	18	10	21	373	306	263	290	183	147	181	0	637	532	640	0	470	436	454	1	1047	69	62	66	237	174	54	54	56	115	66	0	29	2	50	0	65	36	0	277	68
hsa-miR-409-5p	2	4	5	25	1	1	0	0	12	59	1	4	1	1	1	0	0	13	2	8	0	2	2	2	0	5	0	0	0	26	19	8	30	46	26	20	0	19	0	44	1	41	11	0	58	41
hsa-miR-410-3p	1	15	44	128	9	5	17	3	9	167	61	56	77	32	42	28	0	82	83	74	0	97	80	94	0	237	23	13	18	336	370	53	28	65	145	89	0	11	1	23	0	35	6	0	101	27
hsa-miR-410-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-411-3p	0.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	1.0	2.0	3.5	2.0	0.0	0.0	0.0	0.0	7.0	4.0	9.0	0.0	4.5	1.0	3.0	0.0	4.0	2.0	0.0	3.0	21.5	31.0	6.0	7.0	10.0	19.0	21.0	0.0	0.0	0.0	8.0	0.0	4.0	1.0	0.0	16.0	4.0
hsa-miR-411-5p	7	82	102	352	46	119	98	61	94	395	648	544	620	157	157	167	0	484	445	536	0	483	505	532	0	1181	74	65	83	358	214	69	41	38	86	121	0	7	0	18	0	26	8	0	112	26
hsa-miR-421	15	13	54	65	12	13	24	16	26	57	465	425	487	165	128	145	0	375	333	367	0	1084	840	1047	0	511	397	345	373	63	238	39	31	36	59	87	0	65	0	95	1	16	97	0	25	99
hsa-miR-423-3p	23	108	311	190	87	227	161	123	356	306	14669	13109	14513	8454	7540	8672	0	7722	6625	7586	0	19253	17346	19349	2	10922	17848	15642	17891	1896	2768	1376	1918	2026	1260	2271	0	3657	2	2076	2	1318	2395	0	1603	1681
hsa-miR-423-5p	13	37	59	99	49	51	80	93	63	77	5671	5261	5697	6027	5497	5996	2	6192	5382	6040	0	11782	10569	11624	4	7526	5465	5081	5543	1659	5438	1308	1144	798	2676	3968	1	1242	0	1238	1	413	727	1	664	576
hsa-miR-424-3p	1	5	11	9	10	7	17	13	3	20	281	266	281	85	74	86	0	163	127	157	0	988	834	1001	0	168	647	564	655	105	52	9	18	48	50	54	0	20	0	46	0	29	8	0	52	100
hsa-miR-424-5p	59	41	81	31	50	26	148	130	20	118	457	382	464	120	103	119	0	182	154	210	0	1088	985	1171	0	395	814	813	858	1475	1563	433	859	1738	1735	1054	1	816	5	1059	0	1374	323	0	1063	3969
hsa-miR-425-3p	6	7	23	27	6	12	11	13	6	16	54	60	70	45	20	38	0	55	54	64	0	118	99	114	0	69	137	113	153	125	425	132	205	136	113	163	0	131	1	312	0	70	332	0	223	224
hsa-miR-425-5p	44	51	155	110	40	88	36	72	112	108	511	389	446	329	292	294	0	440	356	404	0	1206	1045	1096	0	562	2859	2540	2813	2069	16475	2017	2814	1698	2668	2978	1	1771	3	4731	4	1361	3610	0	3351	3644
hsa-miR-429	183.0	42.0	458.0	192.0	663.0	1343.0	773.0	594.0	1998.0	155.0	2611.5	2413.0	2555.0	196.0	175.0	214.0	0.0	1008.0	851.0	942.0	0.0	1079.0	921.0	1056.0	0.0	1962.0	590.0	537.0	598.0	658.5	3420.0	2100.0	1345.5	1228.5	1555.0	3348.5	0.0	4275.0	1.0	8101.5	7.0	272.0	1136.0	2.0	552.5	1568.5
hsa-miR-433-3p	0	0	2	3	0	0	0	0	0	5	4	8	5	3	3	2	0	9	11	12	0	17	12	13	0	15	0	0	2	17	13	5	10	14	13	2	0	0	0	2	0	7	5	0	6	8
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0
